postcode,sa2_code,sa2_name,ratio
0850,702051067.0,Katherine,1.0
0852,508041207.0,Halls Creek,0.0004717
0852,508041208.0,Kununurra,0.0001942
0852,702011053.0,Tanami,0.0002504
0852,702021055.0,Barkly,0.0251289
0852,702031058.0,Daly,0.0005826
0852,702051065.0,Elsey,0.2569535
0852,702051066.0,Gulf,0.2954052
0852,702051067.0,Katherine,0.1085168
0852,702051068.0,Victoria River,0.3124968
0853,702051067.0,Katherine,1.0
0854,702051066.0,Gulf,1.0
0860,702021056.0,Tennant Creek,1.0
0862,702021055.0,Barkly,0.9129339
0862,702051066.0,Gulf,0.0870661
0870,702011045.0,Charles,0.1770972
0870,702011046.0,East Side,0.2078703
0870,702011047.0,Flynn (NT),0.1789228
0870,702011048.0,Larapinta,0.2000869
0870,702011049.0,Mount Johns,0.1445364
0870,702011051.0,Ross,0.0914864
0872,406021138.0,APY Lands,0.1157318
0872,508031203.0,Leinster - Leonora,0.0626809
0872,508061219.0,East Pilbara,0.0200639
0872,702011050.0,Petermann - Simpson,0.1425133
0872,702011052.0,Sandover - Plenty,0.2453543
0872,702011053.0,Tanami,0.1927279
0872,702011054.0,Yuendumu - Anmatjere,0.136008
0872,702021055.0,Barkly,0.0849199
0880,702041063.0,East Arnhem,0.3305265
0880,702041064.0,Nhulunbuy,0.6694735
0885,702041062.0,Anindilyakwa,1.0
0886,702031057.0,Alligator,1.0
0909,701021013.0,Brinkin - Nakara,1.0
2000,117031337.0,Sydney - Haymarket - The Rocks,0.9999009
2006,117031332.0,Newtown - Camperdown - Darlington,0.983656
2006,117031335.0,Redfern - Chippendale,0.016344
2007,117031334.0,Pyrmont - Ultimo,0.9998453
2007,117031335.0,Redfern - Chippendale,0.0001547
2008,117031332.0,Newtown - Camperdown - Darlington,0.3569159
2008,117031335.0,Redfern - Chippendale,0.6430841
2009,117031334.0,Pyrmont - Ultimo,1.0
2010,117031329.0,Darlinghurst,0.3952232
2010,117031333.0,Potts Point - Woolloomooloo,0.0019449
2010,117031336.0,Surry Hills,0.602832
2011,117031333.0,Potts Point - Woolloomooloo,1.0
2015,117031330.0,Erskineville - Alexandria,0.8343889
2015,117031332.0,Newtown - Camperdown - Darlington,0.0042849
2015,117031335.0,Redfern - Chippendale,0.055141
2015,117031338.0,Waterloo - Beaconsfield,0.1061852
2016,117031335.0,Redfern - Chippendale,1.0
2017,117031338.0,Waterloo - Beaconsfield,1.0
2018,117011322.0,Mascot - Eastlakes,0.6298111
2018,117031338.0,Waterloo - Beaconsfield,0.3701889
2019,117011320.0,Banksmeadow,0.0014585
2019,117011321.0,Botany,0.9960475
2019,117011323.0,Pagewood - Hillsdale - Daceyville,0.002494
2020,117011322.0,Mascot - Eastlakes,0.9995081
2020,117011325.0,Sydney Airport,0.0004919
2021,118011343.0,Double Bay - Bellevue Hill,0.0046414
2021,118011345.0,Paddington - Moore Park,0.9939622
2021,118011347.0,Woollahra,0.0013959
2022,118011341.0,Bondi Junction - Waverly,1.0
2023,118011343.0,Double Bay - Bellevue Hill,1.0
2024,118011339.0,Bondi - Tamarama - Bronte,0.6107194
2024,118011341.0,Bondi Junction - Waverly,0.3892806
2025,118011343.0,Double Bay - Bellevue Hill,0.0046659
2025,118011347.0,Woollahra,0.9953341
2026,118011339.0,Bondi - Tamarama - Bronte,0.3662145
2026,118011340.0,Bondi Beach - North Bondi,0.629775
2026,118011341.0,Bondi Junction - Waverly,0.0015703
2026,118011344.0,Dover Heights,0.0024403
2027,118011343.0,Double Bay - Bellevue Hill,0.9746519
2027,118011347.0,Woollahra,0.0253481
2028,118011343.0,Double Bay - Bellevue Hill,1.0
2029,118011340.0,Bondi Beach - North Bondi,0.004124
2029,118011343.0,Double Bay - Bellevue Hill,0.1405214
2029,118011344.0,Dover Heights,0.3930497
2029,118011346.0,Rose Bay - Vaucluse - Watsons Bay,0.4623049
2030,118011344.0,Dover Heights,0.4762834
2030,118011346.0,Rose Bay - Vaucluse - Watsons Bay,0.5237166
2031,118021348.0,Coogee - Clovelly,0.1416093
2031,118021349.0,Kensington - Kingsford,0.0009158
2031,118021352.0,Randwick,0.8574749
2032,117011323.0,Pagewood - Hillsdale - Daceyville,0.075631
2032,118021349.0,Kensington - Kingsford,0.924369
2033,117031338.0,Waterloo - Beaconsfield,0.0015149
2033,118021349.0,Kensington - Kingsford,0.9984851
2034,118021348.0,Coogee - Clovelly,1.0
2035,117011323.0,Pagewood - Hillsdale - Daceyville,0.1094431
2035,118021349.0,Kensington - Kingsford,0.000355
2035,118021351.0,Maroubra,0.8902017
2036,117011323.0,Pagewood - Hillsdale - Daceyville,0.2145048
2036,118021350.0,Malabar - La Perouse - Chifley,0.7854576
2037,117031331.0,Glebe - Forest Lodge,1.0
2038,117031331.0,Glebe - Forest Lodge,0.0102462
2038,120021388.0,Leichhardt - Annandale,0.9896165
2038,120021389.0,Lilyfield - Rozelle,0.0001373
2039,120021387.0,Balmain,0.0075387
2039,120021389.0,Lilyfield - Rozelle,0.9924613
2040,120021388.0,Leichhardt - Annandale,0.7556129
2040,120021389.0,Lilyfield - Rozelle,0.24432
2041,120021387.0,Balmain,1.0
2042,117021326.0,Marrickville,0.0006478
2042,117021327.0,Petersham - Stanmore,0.1949389
2042,117031332.0,Newtown - Camperdown - Darlington,0.8044132
2043,117031330.0,Erskineville - Alexandria,0.9963524
2043,117031332.0,Newtown - Camperdown - Darlington,0.0036476
2044,117021326.0,Marrickville,0.0004103
2044,117021328.0,Sydenham - Tempe - St Peters,0.9907743
2044,117031332.0,Newtown - Camperdown - Darlington,0.0088154
2045,120021388.0,Leichhardt - Annandale,0.0038315
2045,120031395.0,Haberfield - Summer Hill,0.9961123
2046,120011385.0,Drummoyne - Rodd Point,0.2417075
2046,120011386.0,Five Dock - Abbotsford,0.7582925
2047,120011385.0,Drummoyne - Rodd Point,1.0
2048,117021327.0,Petersham - Stanmore,0.9994772
2048,120021388.0,Leichhardt - Annandale,0.0005228
2049,117021326.0,Marrickville,0.0082092
2049,117021327.0,Petersham - Stanmore,0.7187551
2049,120031394.0,Dulwich Hill - Lewisham,0.2730357
2050,117021327.0,Petersham - Stanmore,0.0210066
2050,117031331.0,Glebe - Forest Lodge,0.3967541
2050,117031332.0,Newtown - Camperdown - Darlington,0.5822393
2052,118021349.0,Kensington - Kingsford,1.0
2060,121041414.0,Crows Nest - Waverton,0.2569284
2060,121041416.0,Neutral Bay - Kirribilli,0.1553008
2060,121041417.0,North Sydney - Lavender Bay,0.5877708
2061,121041416.0,Neutral Bay - Kirribilli,0.6470337
2061,121041417.0,North Sydney - Lavender Bay,0.3529663
2062,121011401.0,St Leonards - Naremburn,0.0040745
2062,121041413.0,Cremorne - Cammeray,0.759782
2062,121041414.0,Crows Nest - Waverton,0.2341059
2062,121041416.0,Neutral Bay - Kirribilli,0.0020372
2063,121011402.0,Willoughby - Castle Cove - Northbridge,1.0
2064,121011398.0,Chatswood (East) - Artarmon,0.9981852
2064,121011401.0,St Leonards - Naremburn,0.0018148
2065,121011400.0,Lane Cove - Greenwich,0.2169773
2065,121011401.0,St Leonards - Naremburn,0.3431351
2065,121041414.0,Crows Nest - Waverton,0.4385606
2065,121041417.0,North Sydney - Lavender Bay,0.001327
2066,121011399.0,Chatswood (West) - Lane Cove North,0.3386461
2066,121011400.0,Lane Cove - Greenwich,0.6613539
2067,121011398.0,Chatswood (East) - Artarmon,0.6017592
2067,121011399.0,Chatswood (West) - Lane Cove North,0.3915697
2067,121011402.0,Willoughby - Castle Cove - Northbridge,0.0066711
2068,121011398.0,Chatswood (East) - Artarmon,0.0223079
2068,121011402.0,Willoughby - Castle Cove - Northbridge,0.9776921
2069,121011398.0,Chatswood (East) - Artarmon,0.1407651
2069,121011402.0,Willoughby - Castle Cove - Northbridge,0.1896957
2069,121031408.0,Lindfield - Roseville,0.6695391
2070,121031407.0,Gordon - Killara,0.0150884
2070,121031408.0,Lindfield - Roseville,0.9849116
2071,121031407.0,Gordon - Killara,0.9927612
2071,121031408.0,Lindfield - Roseville,0.0072388
2072,121031407.0,Gordon - Killara,1.0
2073,121031409.0,Pymble,0.9986789
2073,121031411.0,Turramurra,0.0013211
2074,121031409.0,Pymble,0.0035336
2074,121031411.0,Turramurra,0.8575793
2074,121031412.0,Wahroonga - Warrawee,0.1388871
2075,121031410.0,St Ives,1.0
2076,121021405.0,Hornsby - Waitara,0.155455
2076,121021406.0,Normanhurst - Thornleigh - Westleigh,0.2432987
2076,121031412.0,Wahroonga - Warrawee,0.6012463
2077,121021403.0,Asquith - Mount Colah,0.2594463
2077,121021405.0,Hornsby - Waitara,0.7405537
2079,121021403.0,Asquith - Mount Colah,1.0
2080,121021403.0,Asquith - Mount Colah,1.0
2081,121021404.0,Berowra - Brooklyn - Cowan,1.0
2082,115021298.0,Galston - Laughtondale,0.0327559
2082,121021404.0,Berowra - Brooklyn - Cowan,0.9672441
2083,102011030.0,Calga - Kulnura,0.3247561
2083,121021404.0,Berowra - Brooklyn - Cowan,0.6752439
2084,122021421.0,Bayview - Elanora Heights,0.0043358
2084,122031432.0,Terrey Hills - Duffys Forest,0.9956642
2085,122031428.0,Frenchs Forest - Belrose,0.9999844
2086,122031427.0,Forestville - Killarney Heights,0.0019231
2086,122031428.0,Frenchs Forest - Belrose,0.9956707
2086,122031430.0,Manly Vale - Allambie Heights,0.0024062
2087,122031427.0,Forestville - Killarney Heights,0.9987646
2087,122031428.0,Frenchs Forest - Belrose,0.0012354
2088,121041415.0,Mosman,1.0
2089,121041413.0,Cremorne - Cammeray,0.0101433
2089,121041416.0,Neutral Bay - Kirribilli,0.9898567
2090,121041413.0,Cremorne - Cammeray,0.9986077
2090,121041416.0,Neutral Bay - Kirribilli,0.0013923
2092,122011418.0,Balgowlah - Clontarf - Seaforth,1.0
2093,122011418.0,Balgowlah - Clontarf - Seaforth,0.5764629
2093,122031430.0,Manly Vale - Allambie Heights,0.4235231
2094,122011418.0,Balgowlah - Clontarf - Seaforth,0.0083807
2094,122011419.0,Manly - Fairlight,0.9916193
2095,122011419.0,Manly - Fairlight,1.0
2096,122031429.0,Freshwater - Brookvale,1.0
2097,122031431.0,Narrabeen - Collaroy,0.9999939
2099,122031424.0,Beacon Hill - Narraweena,0.1632674
2099,122031425.0,Cromer,0.192521
2099,122031426.0,Dee Why - North Curl Curl,0.6202448
2099,122031431.0,Narrabeen - Collaroy,0.0239667
2100,122031424.0,Beacon Hill - Narraweena,0.3585799
2100,122031425.0,Cromer,0.0075355
2100,122031426.0,Dee Why - North Curl Curl,0.0005339
2100,122031428.0,Frenchs Forest - Belrose,0.0092115
2100,122031429.0,Freshwater - Brookvale,0.2808503
2100,122031430.0,Manly Vale - Allambie Heights,0.3432888
2101,122021421.0,Bayview - Elanora Heights,0.2759733
2101,122021423.0,Warriewood - Mona Vale,0.309478
2101,122031431.0,Narrabeen - Collaroy,0.4126066
2101,122031432.0,Terrey Hills - Duffys Forest,0.001942
2102,122021423.0,Warriewood - Mona Vale,1.0
2103,122021422.0,Newport - Bilgola,0.0027988
2103,122021423.0,Warriewood - Mona Vale,0.9972011
2104,122021421.0,Bayview - Elanora Heights,1.0
2105,122021421.0,Bayview - Elanora Heights,1.0
2106,122021422.0,Newport - Bilgola,1.0
2107,122021420.0,Avalon - Palm Beach,0.7346775
2107,122021422.0,Newport - Bilgola,0.2653225
2108,122021420.0,Avalon - Palm Beach,0.9442661
2108,122021421.0,Bayview - Elanora Heights,0.0557339
2109,126021500.0,Macquarie Park - Marsfield,1.0
2110,126021498.0,Gladesville - Huntleys Point,0.0008996
2110,126021499.0,Hunters Hill - Woolwich,0.9991004
2111,126021498.0,Gladesville - Huntleys Point,0.9992036
2111,126021499.0,Hunters Hill - Woolwich,0.0007964
2112,126021497.0,Eastwood - Denistone,0.0763065
2112,126021500.0,Macquarie Park - Marsfield,0.0036354
2112,126021502.0,Ryde - Putney,0.9200581
2113,126021500.0,Macquarie Park - Marsfield,0.2621239
2113,126021501.0,North Ryde - East Ryde,0.6898035
2113,126021502.0,Ryde - Putney,0.0480725
2114,125021477.0,Ermington - Rydalmere,0.0007655
2114,126021497.0,Eastwood - Denistone,0.2087575
2114,126021503.0,West Ryde - Meadowbank,0.790477
2115,125021477.0,Ermington - Rydalmere,1.0
2116,125021477.0,Ermington - Rydalmere,1.0
2117,125021476.0,Carlingford,0.0009499
2117,125021477.0,Ermington - Rydalmere,0.1830828
2117,125021478.0,Oatlands - Dundas Valley,0.8159673
2118,125021476.0,Carlingford,0.9779868
2118,125021478.0,Oatlands - Dundas Valley,0.0220132
2119,125021476.0,Carlingford,0.2259116
2119,126011496.0,Pennant Hills - Cheltenham,0.7740256
2120,115011293.0,Cherrybrook,0.001056
2120,121021406.0,Normanhurst - Thornleigh - Westleigh,0.6215827
2120,126011496.0,Pennant Hills - Cheltenham,0.3773613
2121,125021476.0,Carlingford,0.0394617
2121,126011495.0,Epping - North Epping,0.9517112
2121,126021497.0,Eastwood - Denistone,0.0088271
2122,125021476.0,Carlingford,0.0019928
2122,126021497.0,Eastwood - Denistone,0.5722239
2122,126021500.0,Macquarie Park - Marsfield,0.4257833
2123,125041492.0,Parramatta - Rosehill,1.0
2125,115011296.0,West Pennant Hills,0.7671548
2125,126011496.0,Pennant Hills - Cheltenham,0.2328452
2126,115011293.0,Cherrybrook,0.9999827
2127,125011473.0,Homebush Bay - Silverwater,1.0
2128,125011473.0,Homebush Bay - Silverwater,0.9999999
2129,120031396.0,Homebush,1.0
2130,120031390.0,Ashfield,0.0513743
2130,120031394.0,Dulwich Hill - Lewisham,0.0003364
2130,120031395.0,Haberfield - Summer Hill,0.9482892
2131,120031390.0,Ashfield,0.9914982
2131,120031393.0,Croydon Park - Enfield,0.0081284
2131,120031395.0,Haberfield - Summer Hill,0.0003734
2132,120031391.0,Burwood - Croydon,0.798162
2132,120031393.0,Croydon Park - Enfield,0.201838
2133,120031393.0,Croydon Park - Enfield,0.9971907
2133,120031397.0,Strathfield,0.0028093
2134,120031391.0,Burwood - Croydon,1.0
2135,120011384.0,Concord West - North Strathfield,0.0001566
2135,120031391.0,Burwood - Croydon,0.0083145
2135,120031396.0,Homebush,0.0300626
2135,120031397.0,Strathfield,0.9614662
2136,119021362.0,Belmore - Belfield,0.0072831
2136,120031393.0,Croydon Park - Enfield,0.5234126
2136,120031397.0,Strathfield,0.4693042
2137,120011383.0,Concord - Mortlake - Cabarita,0.8206114
2137,120011384.0,Concord West - North Strathfield,0.1793886
2138,120011384.0,Concord West - North Strathfield,1.0
2139,120011384.0,Concord West - North Strathfield,1.0
2140,120031396.0,Homebush,0.9565381
2140,120031397.0,Strathfield,0.0434619
2141,125011473.0,Homebush Bay - Silverwater,0.0006673
2141,125011474.0,Lidcombe - Regents Park,0.9990507
2141,125011475.0,Rookwood Cemetery,0.000282
2142,125031481.0,Granville - Clyde,0.4942594
2142,125031483.0,Guildford - South Granville,0.2170619
2142,125031485.0,Merrylands - Holroyd,0.0460744
2142,125041492.0,Parramatta - Rosehill,0.2426043
2143,119011361.0,Yagoona - Birrong,0.3647351
2143,125011474.0,Lidcombe - Regents Park,0.6352648
2144,125011472.0,Auburn,0.99083
2144,125011474.0,Lidcombe - Regents Park,0.00917
2145,125031482.0,Greystanes - Pemulwuy,0.329898
2145,125031485.0,Merrylands - Holroyd,0.0761787
2145,125041488.0,Girraween - Westmead,0.3624821
2145,125041491.0,Northmead,0.1092103
2145,125041493.0,Toongabbie - Constitution Hill,0.1222308
2146,116011308.0,Seven Hills - Toongabbie,0.3778978
2146,125041488.0,Girraween - Westmead,0.0030794
2146,125041493.0,Toongabbie - Constitution Hill,0.6190228
2147,116011307.0,Lalor Park - Kings Langley,0.6653584
2147,116011308.0,Seven Hills - Toongabbie,0.3346416
2148,116011303.0,Blacktown (East) - Kings Park,0.2643993
2148,116011304.0,Blacktown (North) - Marayong,0.201795
2148,116011305.0,Blacktown (South),0.4518142
2148,116011306.0,Doonside - Woodcroft,0.0004726
2148,116011307.0,Lalor Park - Kings Langley,0.0002059
2148,116011308.0,Seven Hills - Toongabbie,0.0810883
2148,116031318.0,Prospect Reservoir,0.0001865
2150,125021477.0,Ermington - Rydalmere,0.0004375
2150,125031481.0,Granville - Clyde,0.0006227
2150,125041489.0,North Parramatta,0.3017023
2150,125041492.0,Parramatta - Rosehill,0.6972376
2151,125021478.0,Oatlands - Dundas Valley,0.0018281
2151,125041489.0,North Parramatta,0.6259161
2151,125041490.0,North Rocks,0.3722558
2152,125041491.0,Northmead,0.8032475
2152,125041493.0,Toongabbie - Constitution Hill,0.1967525
2153,115011290.0,Baulkham Hills (East),0.4055261
2153,115011291.0,Baulkham Hills (West) - Bella Vista,0.3548639
2153,115011292.0,Castle Hill,0.0004448
2153,116011307.0,Lalor Park - Kings Langley,0.0155731
2153,116021309.0,Glenwood,0.0012223
2153,125041491.0,Northmead,0.024799
2153,125041494.0,Winston Hills,0.1975709
2154,115011290.0,Baulkham Hills (East),0.0019727
2154,115011292.0,Castle Hill,0.7126371
2154,115011293.0,Cherrybrook,0.1489509
2154,115011294.0,Glenhaven,0.00042
2154,115011295.0,Kellyville,0.1360192
2155,115011295.0,Kellyville,0.4226804
2155,115041302.0,Rouse Hill - Beaumont Hills,0.3770267
2155,116021310.0,Parklea - Kellyville Ridge,0.1876794
2155,116021312.0,Riverstone - Marsden Park,0.0126136
2156,115011292.0,Castle Hill,0.0226919
2156,115011294.0,Glenhaven,0.4709943
2156,115021297.0,Dural - Kenthurst - Wisemans Ferry,0.5063138
2157,115021297.0,Dural - Kenthurst - Wisemans Ferry,0.9973816
2157,115021298.0,Galston - Laughtondale,0.0026184
2158,115021297.0,Dural - Kenthurst - Wisemans Ferry,1.0
2159,115021297.0,Dural - Kenthurst - Wisemans Ferry,0.0089093
2159,115021298.0,Galston - Laughtondale,0.9910907
2160,125031481.0,Granville - Clyde,0.2129435
2160,125031483.0,Guildford - South Granville,0.0027304
2160,125031484.0,Guildford West - Merrylands West,0.1903672
2160,125031485.0,Merrylands - Holroyd,0.5939585
2161,125031480.0,Fairfield - East,0.1412724
2161,125031481.0,Granville - Clyde,0.0045333
2161,125031483.0,Guildford - South Granville,0.4467734
2161,125031484.0,Guildford West - Merrylands West,0.4071016
2161,125031487.0,Yennora Industrial,0.0003192
2162,125031479.0,Chester Hill - Sefton,0.9577063
2162,125031483.0,Guildford - South Granville,0.0422937
2163,119011354.0,Bass Hill - Georges Hall,0.3611973
2163,125031479.0,Chester Hill - Sefton,0.0366519
2163,125031480.0,Fairfield - East,0.6021507
2164,125031482.0,Greystanes - Pemulwuy,0.0007943
2164,125031484.0,Guildford West - Merrylands West,0.0715919
2164,125031486.0,Smithfield Industrial,0.0004354
2164,127021510.0,Bossley Park - Abbotsbury,0.0039458
2164,127021518.0,Horsley Park - Kemps Creek,0.0015164
2164,127021519.0,Smithfield - Wetherill Park,0.9205227
2164,127021521.0,Wetherill Park Industrial,0.0011935
2165,125031480.0,Fairfield - East,0.1279803
2165,127021513.0,Canley Vale - Canley Heights,0.0001091
2165,127021515.0,Fairfield,0.4288798
2165,127021516.0,Fairfield - West,0.4430308
2166,127021509.0,Bonnyrigg Heights - Bonnyrigg,0.0010154
2166,127021511.0,Cabramatta - Lansvale,0.469234
2166,127021512.0,Cabramatta West - Mount Pritchard,0.1358828
2166,127021513.0,Canley Vale - Canley Heights,0.3933056
2166,127021520.0,St Johns Park - Wakeley,0.0005623
2167,123021440.0,Ingleburn - Denham Court,0.0077518
2167,123021442.0,Macquarie Fields - Glenfield,0.9922482
2168,127011504.0,Ashcroft - Busby - Miller,0.397123
2168,127011507.0,Green Valley - Cecil Hills,0.5218264
2168,127011508.0,Hoxton Park - Horningsea Park,0.0262808
2168,127021512.0,Cabramatta West - Mount Pritchard,0.0009722
2168,127031526.0,Prestons - Lurnea,0.0537976
2170,127021509.0,Bonnyrigg Heights - Bonnyrigg,0.0005587
2170,127021512.0,Cabramatta West - Mount Pritchard,0.0947255
2170,127031522.0,Casula,0.1546137
2170,127031523.0,Chipping Norton - Moorebank,0.1646291
2170,127031524.0,Holsworthy - Wattle Grove,0.0424486
2170,127031525.0,Liverpool - Warwick Farm,0.3007382
2170,127031526.0,Prestons - Lurnea,0.2422246
2171,127011505.0,Badgerys Creek - Greendale,0.0047741
2171,127011507.0,Green Valley - Cecil Hills,0.2801578
2171,127011508.0,Hoxton Park - Horningsea Park,0.7145147
2171,127021509.0,Bonnyrigg Heights - Bonnyrigg,0.0004717
2172,127031524.0,Holsworthy - Wattle Grove,0.9999997
2173,123021440.0,Ingleburn - Denham Court,0.0001222
2173,127031524.0,Holsworthy - Wattle Grove,0.9998774
2174,127031526.0,Prestons - Lurnea,1.0
2175,127021518.0,Horsley Park - Kemps Creek,1.0
2176,127021510.0,Bossley Park - Abbotsbury,0.394796
2176,127021514.0,Edensor Park,0.2053898
2176,127021517.0,Greenfield Park - Prairiewood,0.1688493
2176,127021519.0,Smithfield - Wetherill Park,0.0003009
2176,127021520.0,St Johns Park - Wakeley,0.230664
2177,127011507.0,Green Valley - Cecil Hills,0.0012495
2177,127021509.0,Bonnyrigg Heights - Bonnyrigg,0.9987504
2178,127011505.0,Badgerys Creek - Greendale,0.5025612
2178,127021518.0,Horsley Park - Kemps Creek,0.4974386
2179,127011505.0,Badgerys Creek - Greendale,0.5503314
2179,127011506.0,Cobbitty - Leppington,0.4475998
2179,127011508.0,Hoxton Park - Horningsea Park,0.0020687
2190,119011353.0,Bankstown,0.0093092
2190,119011355.0,Chullora,0.0001255
2190,119011357.0,Greenacre - Mount Lewis,0.9905653
2191,119021362.0,Belmore - Belfield,0.997536
2191,119021363.0,Canterbury (South) - Campsie,0.002464
2192,119021362.0,Belmore - Belfield,0.9991877
2192,119021363.0,Canterbury (South) - Campsie,0.0001766
2192,119021365.0,Lakemba - Wiley Park,0.0006357
2193,119021363.0,Canterbury (South) - Campsie,0.2894533
2193,120031390.0,Ashfield,0.0414237
2193,120031392.0,Canterbury (North) - Ashbury,0.669123
2194,119021363.0,Canterbury (South) - Campsie,1.0
2195,119021365.0,Lakemba - Wiley Park,0.999933
2196,119011353.0,Bankstown,0.0053446
2196,119011357.0,Greenacre - Mount Lewis,0.0097828
2196,119021365.0,Lakemba - Wiley Park,0.0037647
2196,119021366.0,Punchbowl,0.6108477
2196,119021367.0,Roselands,0.3702602
2197,119011354.0,Bass Hill - Georges Hall,0.9848768
2197,125031479.0,Chester Hill - Sefton,0.0151232
2198,119011354.0,Bass Hill - Georges Hall,0.9968904
2198,119011361.0,Yagoona - Birrong,0.0031096
2199,119011353.0,Bankstown,0.0125154
2199,119011354.0,Bass Hill - Georges Hall,0.0158591
2199,119011361.0,Yagoona - Birrong,0.9716254
2200,119011353.0,Bankstown,0.7358357
2200,119011356.0,Condell Park,0.2481014
2200,119011357.0,Greenacre - Mount Lewis,0.0058818
2200,119011360.0,Revesby,0.0016693
2200,119011361.0,Yagoona - Birrong,0.0020081
2200,119021366.0,Punchbowl,0.0065038
2203,117021326.0,Marrickville,0.0062035
2203,120031394.0,Dulwich Hill - Lewisham,0.9937965
2204,117021326.0,Marrickville,0.9903443
2204,117021327.0,Petersham - Stanmore,0.0081843
2204,119021364.0,Kingsgrove (North) - Earlwood,0.000377
2204,120031394.0,Dulwich Hill - Lewisham,0.0010944
2205,119041375.0,Arncliffe - Bardwell Valley,0.9547209
2205,119041381.0,Rockdale - Banksia,0.0452791
2206,119021363.0,Canterbury (South) - Campsie,0.0770528
2206,119021364.0,Kingsgrove (North) - Earlwood,0.9224379
2206,120031392.0,Canterbury (North) - Ashbury,0.0005038
2207,119041375.0,Arncliffe - Bardwell Valley,0.0878045
2207,119041376.0,Bexley,0.6635779
2207,119041377.0,Kingsgrove (South) - Bardwell Park,0.23078
2207,119041381.0,Rockdale - Banksia,0.0178376
2208,119021363.0,Canterbury (South) - Campsie,0.0142062
2208,119021364.0,Kingsgrove (North) - Earlwood,0.4866001
2208,119021367.0,Roselands,0.001426
2208,119031368.0,Hurstville,0.0123574
2208,119031370.0,Narwee - Beverly Hills,0.0014175
2208,119041376.0,Bexley,0.0050626
2208,119041377.0,Kingsgrove (South) - Bardwell Park,0.4789301
2209,119021367.0,Roselands,0.1292791
2209,119031368.0,Hurstville,0.0106819
2209,119031369.0,Mortdale - Penshurst,0.0270947
2209,119031370.0,Narwee - Beverly Hills,0.830275
2209,119031373.0,Riverwood,0.0026693
2210,119021366.0,Punchbowl,0.0268726
2210,119021367.0,Roselands,0.004125
2210,119031369.0,Mortdale - Penshurst,0.0034382
2210,119031370.0,Narwee - Beverly Hills,0.0157295
2210,119031372.0,Peakhurst - Lugarno,0.6165524
2210,119031373.0,Riverwood,0.3332823
